TOPIC,TAXONOMY,CLASSIFICATION,GROUP,GROUP_ORDER,SUBGROUP,SUBGROUP_ORDER,ESTIMATE_TYPE,TIME_PERIOD,ESTIMATE
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Private,72,"Percent of population, crude",2020,0.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Private,72,"Percent of population, crude",2021,0.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Private,72,"Percent of population, crude",2022,0.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Private,72,"Percent of population, crude",2023,0.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Private,72,"Percent of population, crude",2024,0.5
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Medicaid or other state programs,73,"Percent of population, crude",2019,0.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Medicaid or other state programs,73,"Percent of population, crude",2020,0.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Medicaid or other state programs,73,"Percent of population, crude",2021,0.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Medicaid or other state programs,73,"Percent of population, crude",2022,0.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Medicaid or other state programs,73,"Percent of population, crude",2023,0.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Medicaid or other state programs,73,"Percent of population, crude",2024,0.5
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Other government coverage,74,"Percent of population, crude",2019,1.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Other government coverage,74,"Percent of population, crude",2020,0.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Other government coverage,74,"Percent of population, crude",2021,1.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Other government coverage,74,"Percent of population, crude",2022,1.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Other government coverage,74,"Percent of population, crude",2023,0.9
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Other government coverage,74,"Percent of population, crude",2024,1.8
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Uninsured,75,"Percent of population, crude",2019,0.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Uninsured,75,"Percent of population, crude",2020,0.3
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Uninsured,75,"Percent of population, crude",2021,0.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Uninsured,75,"Percent of population, crude",2022,0.1
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Uninsured,75,"Percent of population, crude",2023,0.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Uninsured,75,"Percent of population, crude",2024,0.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,<100% FPL,76,"Percent of population, crude",2019,1.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,<100% FPL,76,"Percent of population, crude",2020,1.3
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,<100% FPL,76,"Percent of population, crude",2021,1.1
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,<100% FPL,76,"Percent of population, crude",2022,1.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,<100% FPL,76,"Percent of population, crude",2023,1.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,<100% FPL,76,"Percent of population, crude",2024,1.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,100% to <200% FPL,77,"Percent of population, crude",2019,1.8
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,100% to <200% FPL,77,"Percent of population, crude",2020,2.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,100% to <200% FPL,77,"Percent of population, crude",2021,2.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,100% to <200% FPL,77,"Percent of population, crude",2022,2.2
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,100% to <200% FPL,77,"Percent of population, crude",2023,2.0
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,100% to <200% FPL,77,"Percent of population, crude",2024,2.3
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2019,2.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2020,2.5
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2021,2.6
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2022,2.4
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2023,2.7
Prostate cancer,Cancer,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2024,2.8
Public health insurance coverage at time of interview among adults,Health insurance,Total,Total,1,18 years and older,1,"Percent of population, crude",2019,20.4
Public health insurance coverage at time of interview among adults,Health insurance,Total,Total,1,18 years and older,1,"Percent of population, crude",2020,20.7
Public health insurance coverage at time of interview among adults,Health insurance,Total,Total,1,18 years and older,1,"Percent of population, crude",2021,20.4
Public health insurance coverage at time of interview among adults,Health insurance,Total,Total,1,18 years and older,1,"Percent of population, crude",2022,22.6
Public health insurance coverage at time of interview among adults,Health insurance,Total,Total,1,18 years and older,1,"Percent of population, crude",2023,22.9
Public health insurance coverage at time of interview among adults,Health insurance,Total,Total,1,18 years and older,1,"Percent of population, crude",2024,21.5
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,18-34 years,2,"Percent of population, crude",2019,20.3
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,18-34 years,2,"Percent of population, crude",2020,20.7
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,18-34 years,2,"Percent of population, crude",2021,21.0
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,18-34 years,2,"Percent of population, crude",2022,24.7
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,18-34 years,2,"Percent of population, crude",2023,25.1
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,18-34 years,2,"Percent of population, crude",2024,23.2
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,35-49 years,3,"Percent of population, crude",2019,17.6
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,35-49 years,3,"Percent of population, crude",2020,18.0
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,35-49 years,3,"Percent of population, crude",2021,18.4
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,35-49 years,3,"Percent of population, crude",2022,18.8
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,35-49 years,3,"Percent of population, crude",2023,20.2
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,35-49 years,3,"Percent of population, crude",2024,18.5
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,"Percent of population, crude",2019,23.1
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,"Percent of population, crude",2020,23.4
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,"Percent of population, crude",2021,21.8
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,"Percent of population, crude",2022,23.9
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,"Percent of population, crude",2023,22.8
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,"Percent of population, crude",2024,22.5
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,"Percent of population, crude",2019,19.2
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,"Percent of population, crude",2020,19.6
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,"Percent of population, crude",2021,20.2
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,"Percent of population, crude",2022,22.9
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,"Percent of population, crude",2023,23.6
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,"Percent of population, crude",2024,21.8
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,"Percent of population, crude",2019,22.0
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,"Percent of population, crude",2020,22.3
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,"Percent of population, crude",2021,20.8
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,"Percent of population, crude",2022,22.2
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,"Percent of population, crude",2023,21.8
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,"Percent of population, crude",2024,21.0
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Disability status,4,With disability,10,"Percent of population, crude",2019,58.4
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Disability status,4,With disability,10,"Percent of population, crude",2020,61.1
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Disability status,4,With disability,10,"Percent of population, crude",2021,54.7
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Disability status,4,With disability,10,"Percent of population, crude",2022,58.5
Public health insurance coverage at time of interview among adults,Health insurance,Demographic Characteristic,Disability status,4,With disability,10,"Percent of population, crude",2023,58.9
